domain,file,true,prediction,C_horizons,Impr_C_horizons
data_network,p18,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p72,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p24,10,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p244,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p211,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p250,2,-1,"[-1, 4, 6, 9, 13, 19, 27, 39, 56, 79, 112, 159, 225]","[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p232,2,5,"[5, 10, 12, 15, 19, 25, 33, 45, 62, 85, 118, 165, 231]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p225,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p238,2,0,"[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]","[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p221,2,5,"[5, 10, 12, 15, 19, 25, 33, 45, 62, 85, 118, 165, 231]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p240,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p227,2,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p251,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p214,2,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p241,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p234,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p229,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p226,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p239,2,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p243,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p235,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p247,2,0,"[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]","[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p245,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p248,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p242,2,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p237,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p224,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p220,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p249,2,0,"[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]","[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p252,2,-1,"[-1, 4, 6, 9, 13, 19, 27, 39, 56, 79, 112, 159, 225]","[0, 5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p215,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p246,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p228,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p233,2,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p223,2,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p231,2,6,"[6, 11, 13, 16, 20, 26, 34, 46, 63, 86, 119, 166, 232]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p222,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p236,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p230,2,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
scanalyzer,p213,2,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
blocksworld,p236,112,110,"[110, 115, 117, 120, 124, 130, 138, 150, 167, 190, 223, 270, 336]","[113, 160, 226]"
blocksworld,p47,158,144,"[144, 149, 151, 154, 158, 164, 172, 184, 201, 224, 257, 304, 370]","[160, 226]"
blocksworld,p32,106,96,"[96, 101, 103, 106, 110, 116, 124, 136, 153, 176, 209, 256, 322]","[113, 160, 226]"
blocksworld,p235,110,101,"[101, 106, 108, 111, 115, 121, 129, 141, 158, 181, 214, 261, 327]","[113, 160, 226]"
blocksworld,p34,100,97,"[97, 102, 104, 107, 111, 117, 125, 137, 154, 177, 210, 257, 323]","[113, 160, 226]"
blocksworld,p234,102,105,"[105, 110, 112, 115, 119, 125, 133, 145, 162, 185, 218, 265, 331]","[113, 160, 226]"
blocksworld,p38,116,116,"[116, 121, 123, 126, 130, 136, 144, 156, 173, 196, 229, 276, 342]","[160, 226]"
blocksworld,p33,84,100,"[100, 105, 107, 110, 114, 120, 128, 140, 157, 180, 213, 260, 326]","[113, 160, 226]"
blocksworld,p36,94,103,"[103, 108, 110, 113, 117, 123, 131, 143, 160, 183, 216, 263, 329]","[113, 160, 226]"
blocksworld,p229,98,83,"[83, 88, 90, 93, 97, 103, 111, 123, 140, 163, 196, 243, 309]","[113, 160, 226]"
blocksworld,p230,94,92,"[92, 97, 99, 102, 106, 112, 120, 132, 149, 172, 205, 252, 318]","[113, 160, 226]"
logistics,p352,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p347,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p434,11,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p476,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p349,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p117,9,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p317,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p356,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p466,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p236,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p119,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p479,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p319,10,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p477,8,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p78,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p464,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p462,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p108,10,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p199,10,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p239,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p228,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p471,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p354,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p116,10,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p355,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p467,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p473,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p438,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p229,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p358,9,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p227,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p313,9,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p113,10,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p429,10,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p458,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p233,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p459,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p224,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p339,8,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p318,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p231,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p238,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p357,8,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p348,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p433,9,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p79,10,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p470,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p118,10,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p475,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p353,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p468,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p478,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p234,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p235,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p463,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p351,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p112,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p344,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p472,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p359,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p343,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p314,11,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p437,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p114,11,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p198,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p474,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p469,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p232,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p439,10,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p109,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p237,8,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
logistics,p194,11,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p290,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p283,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p350,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p271,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p301,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p264,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p305,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p302,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p306,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p336,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p284,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p341,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p280,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p277,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p346,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p287,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p259,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p288,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p286,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p281,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p349,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p265,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p291,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p345,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p293,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p275,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p304,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p355,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p352,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p303,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p282,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p292,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p307,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p289,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p354,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p285,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p268,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p300,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
